Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,QSum
 5,   5,      -29.30,        5.00,   0,0, 41245911.600,112725.9116,    2.9, 1.69469e+003,-5.58685e+002, 1.57967e+003, 6.93085e+001, 1.23875e+003,-9.93572e+001, 1.11972e+003,-3.30077e+002, 1.15657e+003,-9.50258e+002,-1.86907e+003
 5,   6,      -29.16,        5.00,   0,0, 41246011.600,112726.0116,    1.7, 1.53276e+003,-3.21157e+002, 1.37845e+003,-4.20656e+001, 1.12529e+003,-1.97221e+001, 1.06914e+003,-2.88049e+002, 1.12371e+003,-1.01042e+003,-1.68142e+003
 5,   7,      -29.02,        5.00,   0,0, 41246111.600,112726.1116,    4.3, 1.20174e+003, 3.71360e+002, 1.06307e+003,-1.13359e+002, 1.00269e+003, 5.69632e+001, 9.22804e+002,-2.41261e+002, 8.35551e+002,-8.96474e+002,-8.22770e+002
 5,   8,      -28.88,        5.00,   0,0, 41246211.600,112726.2116,    4.3, 4.90197e+002, 8.61816e+002, 8.64666e+002,-1.12627e+002, 9.27549e+002, 1.08585e+002, 8.81199e+002,-2.39404e+002, 6.22317e+002,-8.31929e+002,-2.13560e+002
 5,   9,      -28.74,        5.00,   0,0, 41246311.600,112726.3116,    2.3, 4.27888e+002, 8.43304e+002, 8.28161e+002,-1.10879e+002, 8.03153e+002, 1.30701e+002, 8.61082e+002,-2.93336e+002, 6.72021e+002,-7.67757e+002,-1.97967e+002
 5,  10,      -28.60,        5.00,   0,0, 41246411.600,112726.4116,    2.5, 6.32938e+002, 5.50644e+002, 8.63322e+002,-1.03846e+002, 8.58531e+002, 4.08961e+000, 8.10773e+002,-3.36715e+002, 6.81861e+002,-7.62012e+002,-6.47840e+002
 5,  11,      -28.46,        5.00,   0,0, 41246511.600,112726.5116,    1.5, 7.65243e+002, 3.56573e+002, 9.33337e+002,-1.16530e+002, 1.01067e+003,-1.42571e+002, 8.67348e+002,-3.14630e+002, 5.81938e+002,-7.36263e+002,-9.53421e+002
 5,  12,      -28.32,        5.00,   0,0, 41246611.600,112726.6116,    4.1, 9.98571e+002,-6.42494e+001, 1.23021e+003,-7.14478e+001, 9.63795e+002,-8.06831e+001, 9.38922e+002,-3.14560e+002, 7.14427e+002,-9.83236e+002,-1.51418e+003
 5,  13,      -28.18,        5.00,   0,0, 41246711.600,112726.7116,    3.6, 1.40588e+003,-6.28485e+002, 1.25408e+003, 8.43213e+001, 9.92087e+002,-6.47353e+001, 1.01078e+003,-3.19035e+002, 8.02290e+002,-1.04284e+003,-1.97077e+003
 5,  14,      -28.04,        5.00,   0,0, 41246811.600,112726.8116,    1.7, 1.56690e+003,-6.74031e+002, 1.47154e+003, 1.03248e+002, 1.08178e+003,-3.29554e+001, 1.02824e+003,-2.85000e+002, 8.54351e+002,-8.64220e+002,-1.75296e+003
 5,  15,      -27.90,        5.00,   0,0, 41246911.600,112726.9116,    3.3, 1.41150e+003,-3.41185e+002, 1.30431e+003, 4.15187e+001, 1.11996e+003,-3.01449e+001, 9.28468e+002,-3.40715e+002, 1.00070e+003,-8.98161e+002,-1.56869e+003
 5,  16,      -27.76,        5.00,   0,0, 41247011.600,112727.0116,    6.1, 9.19266e+002, 5.03480e+002, 1.00228e+003,-1.01635e+002, 1.14804e+003, 3.57202e+001, 1.02535e+003,-3.36407e+002, 1.04133e+003,-8.21989e+002,-7.20831e+002
 5,  17,      -27.62,        5.00,   0,0, 41247111.600,112727.1116,    4.8, 6.52149e+002, 8.96997e+002, 8.39118e+002,-1.46036e+002, 1.20927e+003, 1.80479e+001, 1.16200e+003,-2.28891e+002, 1.08683e+003,-7.79987e+002,-2.39870e+002
 5,  18,      -27.48,        5.00,   0,0, 41247211.600,112727.2116,    1.2, 7.74786e+002, 8.23575e+002, 9.12278e+002,-7.45119e+001, 1.09980e+003,-9.82031e+001, 1.21175e+003,-2.73094e+002, 1.00369e+003,-7.66239e+002,-3.88472e+002
 5,  19,      -27.34,        5.00,   0,0, 41247311.600,112727.3116,    0.5, 1.19014e+003, 1.11880e+001, 1.21048e+003, 8.54813e+001, 1.26350e+003,-3.53731e+000, 1.21810e+003,-4.01445e+002, 9.93249e+002,-7.98029e+002,-1.10634e+003
 5,  20,      -27.20,        5.00,   0,0, 41247411.600,112727.4116,    2.2, 1.52389e+003,-9.98737e+001, 1.43559e+003, 1.26698e+002, 1.33687e+003,-7.03958e+001, 1.10536e+003,-3.89681e+002, 1.15293e+003,-8.72105e+002,-1.30536e+003
 5,  21,      -27.06,        5.00,   0,0, 41247511.600,112727.5116,    3.9, 1.73199e+003,-3.35603e+002, 1.43168e+003, 6.78007e+001, 1.36059e+003,-1.44221e+002, 1.02138e+003,-2.79113e+002, 1.23533e+003,-9.24343e+002,-1.61548e+003
 5,  22,      -26.92,        5.00,   0,0, 41247611.600,112727.6116,    3.9, 1.76659e+003,-7.55668e+002, 1.50476e+003, 7.19070e+001, 1.28480e+003,-2.62597e+002, 1.11301e+003,-2.30514e+002, 1.24186e+003,-8.13848e+002,-1.99072e+003
 5,  23,      -26.78,        5.00,   0,0, 41247711.600,112727.7116,    1.5, 1.85874e+003,-6.81967e+002, 1.45594e+003, 1.83216e+001, 1.27284e+003,-2.27681e+002, 1.21250e+003,-1.57237e+002, 1.31980e+003,-7.29246e+002,-1.77781e+003
 5,  24,      -26.64,        5.00,   0,0, 41247811.600,112727.8116,    5.4, 1.54501e+003, 9.92084e+001, 1.24782e+003,-3.20762e+001, 1.40833e+003,-1.81475e+001, 1.26545e+003,-2.13657e+002, 1.39521e+003,-8.78019e+002,-1.04269e+003
 5,  25,      -26.50,        5.00,   0,0, 41247911.600,112727.9116,    8.7, 7.81722e+002, 1.04589e+003, 1.03998e+003,-6.01162e+001, 1.29691e+003,-6.77246e+001, 1.27054e+003,-2.20575e+002, 1.17551e+003,-9.43786e+002,-2.46310e+002
 5,  26,      -26.36,        5.00,   0,0, 41248011.600,112728.0116,    6.4, 5.53876e+002, 1.42147e+003, 9.33838e+002,-4.38040e+001, 1.22222e+003,-2.65264e+001, 1.36478e+003,-2.18826e+002, 1.06616e+003,-9.09467e+002, 2.22844e+002
 5,  27,      -26.21,        5.00,   0,0, 41248111.600,112728.1116,    2.1, 7.58937e+002, 1.10814e+003, 1.04326e+003,-2.36510e+001, 1.31483e+003,-5.83846e+000, 1.32878e+003,-2.89527e+002, 1.08039e+003,-8.44652e+002,-5.55289e+001
 5,  28,      -26.07,        5.00,   0,0, 41248211.600,112728.2116,    4.4, 1.43304e+003,-1.66800e+002, 1.40973e+003,-6.04368e+001, 1.21566e+003, 1.08166e+001, 1.33745e+003,-3.10082e+002, 1.13166e+003,-9.04170e+002,-1.43067e+003
 5,  29,      -25.93,        5.00,   0,0, 41248311.600,112728.3116,    4.9, 1.80624e+003,-7.92109e+002, 1.66767e+003, 2.62482e+001, 1.23891e+003,-7.46411e-001, 1.22800e+003,-3.27945e+002, 1.14481e+003,-9.57403e+002,-2.05195e+003
 5,  30,      -25.79,        5.00,   0,0, 41248411.600,112728.4116,    4.8, 1.90370e+003,-9.28255e+002, 1.66312e+003, 1.62406e+002, 1.44300e+003,-1.61275e+002, 1.21495e+003,-3.05877e+002, 1.14105e+003,-8.98246e+002,-2.13125e+003
 5,  31,      -25.65,        5.00,   0,0, 41248511.600,112728.5116,    1.4, 1.91399e+003,-7.50442e+002, 1.62453e+003, 1.77038e+002, 1.48337e+003,-1.55052e+002, 1.32444e+003,-2.70806e+002, 1.15007e+003,-9.53723e+002,-1.95299e+003
 5,  32,      -25.51,        5.00,   0,0, 41248611.600,112728.6116,    4.7, 1.39582e+003,-4.81375e+001, 1.44819e+003, 7.18259e+001, 1.36661e+003,-6.39507e+001, 1.36908e+003,-2.10754e+002, 1.29015e+003,-9.54998e+002,-1.20601e+003
 5,  33,      -25.37,        5.00,   0,0, 41248711.600,112728.7116,    7.2, 1.01347e+003, 6.94549e+002, 1.21838e+003,-2.19397e+001, 1.26905e+003,-1.33823e+001, 1.20804e+003,-2.09876e+002, 1.26130e+003,-9.05612e+002,-4.56260e+002
 5,  34,      -25.23,        5.00,   0,0, 41248811.600,112728.8116,    5.4, 8.96033e+002, 1.35806e+003, 1.22815e+003,-3.50686e+001, 1.50997e+003, 2.28714e+001, 1.31868e+003,-2.62945e+002, 1.33297e+003,-9.28115e+002, 1.54801e+002
 5,  35,      -25.09,        5.00,   0,0, 41248911.600,112728.9116,    3.4, 1.17698e+003, 1.08861e+003, 1.52533e+003,-2.09617e+001, 1.60015e+003, 8.92246e+001, 1.71112e+003,-2.37080e+002, 1.67984e+003,-9.93655e+002,-7.38619e+001
 5,  36,      -24.95,        5.00,   0,0, 41249011.600,112729.0116,    2.6, 1.74630e+003, 6.24103e+002, 1.89930e+003, 6.65792e+001, 1.83344e+003, 5.05791e+001, 1.98435e+003,-2.49103e+002, 1.88183e+003,-9.70584e+002,-4.78426e+002
 5,  37,      -24.81,        5.00,   0,0, 41249111.600,112729.1116,    6.5, 2.34235e+003,-6.55376e+001, 2.26030e+003, 1.25029e+002, 2.00330e+003,-8.34760e+001, 1.97676e+003,-2.60053e+002, 1.96217e+003,-9.25241e+002,-1.20928e+003
 5,  38,      -24.67,        5.00,   0,0, 41249211.600,112729.2116,    8.9, 2.92154e+003,-1.24231e+003, 2.49462e+003, 1.36372e+002, 2.03397e+003,-1.00048e+002, 1.93097e+003,-3.70661e+002, 1.93339e+003,-9.25204e+002,-2.50185e+003
 5,  39,      -24.53,        5.00,   0,0, 41249311.600,112729.3116,    3.3, 2.95879e+003,-1.47819e+003, 2.56311e+003, 7.35307e+001, 2.12641e+003,-2.29752e+002, 1.93109e+003,-4.10146e+002, 1.91876e+003,-9.11612e+002,-2.95617e+003
 5,  40,      -24.39,        5.00,   0,0, 41249411.600,112729.4116,    3.6, 2.73006e+003,-5.65214e+002, 2.55893e+003, 2.16032e+001, 2.31147e+003,-8.58530e+001, 2.09532e+003,-4.36751e+002, 1.95580e+003,-9.13409e+002,-1.97962e+003
 5,  41,      -24.25,        5.00,   0,0, 41249511.600,112729.5116,   12.6, 1.75747e+003, 7.82704e+002, 2.07170e+003,-8.54974e+001, 2.13951e+003, 4.29453e+001, 2.07220e+003,-3.74708e+002, 1.93652e+003,-9.65866e+002,-6.00423e+002
 5,  42,      -24.11,        5.00,   0,0, 41249611.600,112729.6116,   11.3, 7.85704e+002, 2.10997e+003, 1.34350e+003,-2.50460e+002, 1.74523e+003,-2.85117e+000, 1.79309e+003,-2.31787e+002, 1.85455e+003,-9.29089e+002, 6.95780e+002
 5,  43,      -23.97,        5.00,   0,0, 41249711.600,112729.7116,    2.8, 7.39221e+002, 1.87124e+003, 1.31519e+003,-1.56964e+002, 1.66469e+003,-1.61772e+001, 1.71691e+003,-2.63222e+002, 1.77504e+003,-7.33199e+002, 7.01673e+002
 5,  44,      -23.83,        5.00,   0,0, 41249811.600,112729.8116,    4.3, 1.60634e+003, 4.14441e+002, 1.79802e+003, 7.66260e+001, 1.72162e+003, 3.52001e+001, 1.93620e+003,-4.33480e+002, 1.66230e+003,-7.29071e+002,-6.36283e+002
 5,  45,      -23.69,        5.00,   0,0, 41249911.600,112729.9116,    7.5, 2.29710e+003,-7.96953e+002, 2.14639e+003, 1.14798e+002, 1.62719e+003,-6.40768e+001, 1.68591e+003,-3.11732e+002, 1.60459e+003,-9.17542e+002,-1.97551e+003
 5,  46,      -23.55,        5.00,   0,0, 41250011.600,112730.0116,    8.6, 2.51071e+003,-1.23485e+003, 2.14671e+003, 2.41675e+002, 1.44947e+003,-1.57993e+002, 1.42394e+003,-4.35053e+002, 1.39367e+003,-8.40529e+002,-2.42675e+003
 5,  47,      -23.41,        5.00,   0,0, 41250111.600,112730.1116,    5.4, 2.22658e+003,-1.40530e+003, 2.11539e+003, 2.46340e+002, 1.29315e+003,-1.90680e+002, 1.30318e+003,-4.12012e+002, 1.35865e+003,-8.51483e+002,-2.61313e+003
 5,  48,      -23.27,        5.00,   0,0, 41250211.600,112730.2116,    2.7, 1.90699e+003,-8.91154e+002, 1.80100e+003, 1.74057e+002, 1.30462e+003,-1.60532e+002, 1.16397e+003,-3.38290e+002, 1.32648e+003,-9.66869e+002,-2.18279e+003
 5,  49,      -23.13,        5.00,   0,0, 41250311.600,112730.3116,    9.8, 1.16884e+003, 4.02237e+002, 1.26716e+003, 6.01391e+001, 1.29934e+003, 7.33360e+001, 1.22026e+003,-3.54823e+002, 1.21628e+003,-9.69448e+002,-7.88558e+002
 5,  50,      -22.99,        5.00,   0,0, 41250411.600,112730.4116,   12.1, 3.68906e+002, 1.77124e+003, 8.75759e+002,-1.42862e+002, 1.19168e+003, 1.45822e+002, 1.17733e+003,-2.84166e+002, 1.12111e+003,-9.15760e+002, 5.74271e+002
 5,  51,      -22.85,        5.00,   0,0, 41250511.600,112730.5116,    9.8, 4.73339e+000, 2.25352e+003, 5.20046e+002,-2.38300e+002, 1.12578e+003, 1.80939e+002, 1.16853e+003,-1.75935e+002, 1.07576e+003,-8.88061e+002, 1.13216e+003
 5,  52,      -22.71,        5.00,   0,0, 41250611.600,112730.6116,    4.3, 4.49778e+002, 1.72001e+003, 7.28107e+002,-1.61561e+002, 1.25417e+003, 3.40251e+001, 1.31407e+003,-3.40677e+002, 1.17809e+003,-7.99259e+002, 4.52538e+002
 5,  53,      -22.57,        5.00,   0,0, 41250711.600,112730.7116,    9.7, 1.76375e+003,-4.53551e+002, 1.37851e+003,-9.71242e+001, 1.41631e+003,-1.01892e+002, 1.35408e+003,-3.63822e+002, 1.32705e+003,-8.07475e+002,-1.82386e+003
 5,  54,      -22.43,        5.00,   0,0, 41250811.600,112730.8116,    7.9, 2.26072e+003,-1.48701e+003, 1.83136e+003, 1.63841e+002, 1.27852e+003,-2.57377e+002, 1.20160e+003,-2.40216e+002, 1.12392e+003,-8.68076e+002,-2.68884e+003
 5,  55,      -22.29,        5.00,   0,0, 41250911.600,112730.9116,    7.8, 2.22989e+003,-1.43450e+003, 1.90236e+003, 2.76492e+002, 1.33371e+003,-3.17407e+002, 1.13721e+003,-2.32015e+002, 9.68806e+002,-9.25327e+002,-2.63276e+003
 5,  56,      -22.15,        5.00,   0,0, 41251011.600,112731.0116,    4.0, 2.18027e+003,-1.31032e+003, 1.91168e+003, 2.11674e+002, 1.52625e+003,-1.58037e+002, 1.18354e+003,-3.20269e+002, 1.17110e+003,-9.88088e+002,-2.56504e+003
 5,  57,      -22.01,        5.00,   0,0, 41251111.600,112731.1116,    7.8, 1.86223e+003,-6.42280e+002, 1.66136e+003, 1.29909e+001, 1.51670e+003,-1.11508e+002, 1.46236e+003,-3.35217e+002, 1.22801e+003,-9.07660e+002,-1.98367e+003
 5,  58,      -21.87,        5.00,   0,0, 41251211.600,112731.2116,   19.5, 4.68374e+002, 1.32777e+003, 8.82078e+002,-2.53874e+002, 1.22440e+003, 5.48264e+001, 1.39177e+003,-4.43197e+002, 1.17507e+003,-9.35372e+002,-2.49848e+002
 5,  59,      -21.73,        5.00,   0,0, 41251311.600,112731.3116,    7.7,-6.74311e+002, 2.96080e+003, 3.73851e+002,-4.13479e+002, 1.02750e+003, 1.55644e+002, 1.24610e+003,-4.84270e+002, 1.16243e+003,-8.82466e+002, 1.33623e+003
 5,  60,      -21.59,        5.00,   0,0, 41251411.600,112731.4116,    3.5, 4.97434e+002, 1.48694e+003, 9.16196e+002,-1.13293e+002, 1.22034e+003, 5.65223e+001, 1.36129e+003,-3.90346e+002, 1.28525e+003,-7.84144e+002, 2.55678e+002
 5,  61,      -21.45,        5.00,   0,0, 41251511.600,112731.5116,    8.2, 1.77344e+003,-3.42614e+002, 1.43490e+003, 1.56708e+002, 1.33937e+003,-9.68328e+001, 1.26024e+003,-2.97301e+002, 1.33881e+003,-8.79405e+002,-1.45945e+003
 5,  62,      -21.31,        5.00,   0,0, 41251611.600,112731.6116,    9.8, 2.12681e+003,-1.33585e+003, 1.47658e+003, 2.15555e+002, 1.07381e+003,-2.22717e+002, 1.03090e+003,-2.38676e+002, 9.73516e+002,-8.34711e+002,-2.41640e+003
 5,  63,      -21.17,        5.00,   0,0, 41251711.600,112731.7116,   11.7, 2.16449e+003,-1.76057e+003, 1.48689e+003, 2.66109e+002, 1.02716e+003,-2.48969e+002, 7.36392e+002,-2.60355e+002, 7.73137e+002,-9.12768e+002,-2.91655e+003
 5,  64,      -21.03,        5.00,   0,0, 41251811.600,112731.8116,    4.2, 2.22983e+003,-2.10647e+003, 1.64897e+003, 3.35882e+002, 1.14344e+003,-1.17093e+002, 8.95227e+002,-3.36967e+002, 8.63029e+002,-9.69486e+002,-3.19413e+003
 5,  65,      -20.89,        5.00,   0,0, 41251911.600,112731.9116,   10.5, 1.77568e+003,-4.55917e+002, 1.37343e+003, 1.72253e+002, 1.21828e+003,-2.70483e+001, 1.19602e+003,-3.10305e+002, 1.13681e+003,-1.06864e+003,-1.68966e+003
 5,  66,      -20.75,        5.00,   0,0, 41252011.600,112732.0116,   18.6,-5.55655e+001, 2.05847e+003, 3.94579e+002,-1.59483e+002, 9.59760e+002, 1.23898e+002, 8.25178e+002,-2.04324e+002, 6.51564e+002,-1.04088e+003, 7.77689e+002
 5,  67,      -20.61,        5.00,   0,0, 41252111.600,112732.1116,   13.1,-1.37547e+003, 3.29579e+003,-3.66542e+002,-4.46959e+002, 4.63634e+002, 2.40133e+002, 4.61759e+002,-2.88845e+002, 3.97066e+002,-8.52160e+002, 1.94795e+003
 5,  68,      -20.47,        5.00,   0,0, 41252211.600,112732.2116,    4.2,-8.06338e+002, 2.34796e+003,-1.06650e+002,-3.67680e+002, 4.41309e+002, 1.50413e+002, 4.92483e+002,-3.63358e+002, 4.89693e+002,-7.55905e+002, 1.01143e+003
 5,  69,      -20.33,        5.00,   0,0, 41252311.600,112732.3116,   11.8, 8.44091e+002,-1.75194e+002, 7.51383e+002, 7.27435e+001, 6.50525e+002, 2.90173e+001, 6.06830e+002,-4.37115e+002, 7.49602e+002,-6.98462e+002,-1.20901e+003
 5,  70,      -20.19,        5.00,   0,0, 41252411.600,112732.4116,   10.6, 1.85551e+003,-1.79114e+003, 1.39719e+003, 2.83382e+002, 6.13573e+002,-2.47523e+002, 5.50813e+002,-3.33101e+002, 6.48126e+002,-8.47087e+002,-2.93547e+003
 5,  71,      -20.05,        5.00,   0,0, 41252511.600,112732.5116,   10.5, 1.58757e+003,-1.76171e+003, 1.17543e+003, 3.31577e+002, 6.21703e+002,-1.95014e+002, 4.22197e+002,-1.84184e+002, 3.49040e+002,-8.88816e+002,-2.69815e+003
 5,  72,      -19.91,        5.00,   0,0, 41252611.600,112732.6116,    6.9, 1.56194e+003,-1.85622e+003, 1.10174e+003, 2.31210e+002, 7.58878e+002,-1.50136e+002, 5.05632e+002,-1.98495e+002, 2.94358e+002,-9.59515e+002,-2.93316e+003
 5,  73,      -19.77,        5.00,   0,0, 41252711.600,112732.7116,    6.9, 1.36683e+003,-1.09183e+003, 1.13088e+003, 1.26877e+002, 7.60437e+002,-1.80500e+001, 6.50869e+002,-2.11653e+002, 4.07174e+002,-1.06231e+003,-2.25696e+003
 5,  74,      -19.63,        5.00,   0,0, 41252811.600,112732.8116,   18.6,-1.30147e+001, 1.37393e+003, 4.21847e+002,-8.68795e+001, 6.26754e+002,-2.96083e+000, 5.29412e+002,-2.50458e+002, 4.43904e+002,-1.03847e+003,-4.83511e+000
 5,  75,      -19.49,        5.00,   0,0, 41252911.600,112732.9116,   14.2,-1.15332e+003, 3.25655e+003,-2.96803e+002,-3.20124e+002, 2.88799e+002, 5.76533e+001, 4.35465e+002,-3.72897e+002, 4.08372e+002,-1.05130e+003, 1.56988e+003
 5,  76,      -19.35,        5.00,   0,0, 41253011.600,112733.0116,    2.8,-8.09510e+002, 2.60018e+003,-8.75629e+001,-1.45833e+002, 5.68989e+002, 4.24084e+001, 5.66628e+002,-4.26013e+002, 4.87381e+002,-9.98603e+002, 1.07214e+003
 5,  77,      -19.21,        5.00,   0,0, 41253111.600,112733.1116,    9.1, 1.01576e+003, 2.24168e+002, 8.38000e+002, 1.29831e+002, 9.31606e+002,-2.31885e+001, 8.16750e+002,-3.75471e+002, 7.27518e+002,-9.29078e+002,-9.73739e+002
 5,  78,      -19.07,        5.00,   0,0, 41253211.700,112733.2117,   11.5, 2.11541e+003,-1.51226e+003, 1.25486e+003, 1.93882e+002, 1.02770e+003,-1.35139e+002, 7.80183e+002,-2.74136e+002, 7.61345e+002,-7.84733e+002,-2.51238e+003
 5,  79,      -18.93,        5.00,   0,0, 41253311.700,112733.3117,   13.0, 2.08875e+003,-1.95620e+003, 1.33966e+003, 1.39481e+002, 7.97321e+002,-1.67134e+002, 7.69406e+002,-2.58378e+002, 6.69428e+002,-8.18134e+002,-3.06037e+003
 5,  80,      -18.79,        5.00,   0,0, 41253411.700,112733.4117,    7.7, 2.07166e+003,-2.06683e+003, 1.50314e+003, 1.56753e+002, 8.75159e+002,-2.95212e+002, 7.70252e+002,-3.22793e+002, 6.17884e+002,-9.73107e+002,-3.50119e+003
 5,  81,      -18.64,        5.00,   0,0, 41253511.700,112733.5117,    6.2, 1.75264e+003,-1.17884e+003, 1.49638e+003, 1.03729e+002, 1.00909e+003,-3.03759e+002, 7.40503e+002,-4.23853e+002, 5.46062e+002,-9.64410e+002,-2.76714e+003
 5,  82,      -18.50,        5.00,   0,0, 41253611.700,112733.6117,   20.7,-1.43417e+001, 1.18565e+003, 5.09563e+002,-2.86277e+002, 8.19107e+002,-8.21220e+001, 7.59744e+002,-3.96117e+002, 3.42607e+002,-9.89865e+002,-5.68726e+002
 5,  83,      -18.36,        5.00,   0,0, 41253711.700,112733.7117,   17.4,-1.75011e+003, 3.69322e+003,-5.94302e+002,-4.64397e+002, 2.57531e+002, 1.43030e+002, 4.90185e+002,-2.44580e+002, 1.51443e+002,-9.43398e+002, 2.18388e+003
 5,  84,      -18.22,        5.00,   0,0, 41253811.700,112733.8117,    7.3,-1.36926e+003, 3.31141e+003,-3.25801e+002,-3.78130e+002, 2.97314e+002, 1.05879e+002, 5.85937e+002,-3.66194e+002, 2.32045e+002,-9.30770e+002, 1.74220e+003
 5,  85,      -18.08,        5.00,   0,0, 41253911.700,112733.9117,   13.7, 9.79609e+002,-2.30228e+002, 9.73307e+002,-3.13835e+001, 7.20903e+002,-5.44325e+001, 7.57170e+002,-3.67462e+002, 5.67906e+002,-8.38664e+002,-1.52217e+003
 5,  86,      -17.94,        5.00,   0,0, 41254011.700,112734.0117,    8.2, 1.80767e+003,-2.05669e+003, 1.36312e+003, 1.84082e+002, 6.92874e+002,-1.94688e+002, 5.45724e+002,-2.82428e+002, 5.29732e+002,-8.25677e+002,-3.17540e+003
 5,  87,      -17.80,        5.00,   0,0, 41254111.700,112734.1117,    8.3, 1.29882e+003,-1.56199e+003, 7.32037e+002, 1.86357e+002, 3.59839e+002,-2.42565e+002, 2.13946e+002,-2.85181e+002, 8.11881e+001,-9.22074e+002,-2.82545e+003
 5,  88,      -17.66,        5.00,   0,0, 41254211.700,112734.2117,   10.6, 1.19788e+003,-1.32810e+003, 6.40791e+002, 2.48160e+002, 3.31965e+002,-2.09358e+002, 7.56671e+001,-3.28364e+002, 8.37322e+001,-8.38317e+002,-2.45598e+003
 5,  89,      -17.52,        5.00,   0,0, 41254311.700,112734.3117,    3.9, 1.29812e+003,-1.34908e+003, 8.50711e+002, 2.90304e+002, 5.14175e+002,-1.46850e+002, 2.91025e+002,-3.66821e+002, 3.14031e+002,-7.08931e+002,-2.28137e+003
 5,  90,      -17.38,        5.00,   0,0, 41254411.700,112734.4117,   17.0, 4.51216e+002, 1.65695e+001, 4.92374e+002, 5.17835e+001, 5.72069e+002,-6.07366e+001, 3.79990e+002,-4.13234e+002, 2.22325e+002,-6.57111e+002,-1.06273e+003
 5,  91,      -17.24,        5.00,   0,0, 41254511.700,112734.5117,   16.4,-1.40143e+003, 2.87135e+003,-5.07564e+002,-2.55058e+002, 1.63511e+002, 1.15328e+002, 1.40367e+002,-5.66287e+002, 1.76915e+001,-7.56123e+002, 1.40921e+003
 5,  92,      -17.10,        5.00,   0,0, 41254611.700,112734.6117,    5.6,-1.49542e+003, 2.96526e+003,-7.24918e+002,-3.65650e+002, 9.94276e+001, 2.00549e+002, 3.79638e+002,-4.99339e+002, 3.38025e+001,-1.03024e+003, 1.27058e+003
 5,  93,      -16.96,        5.00,   0,0, 41254711.700,112734.7117,    6.2,-2.27921e+002, 1.27073e+003, 4.24451e+001,-1.10473e+002, 3.83175e+002, 1.92857e+002, 5.51490e+002,-2.97789e+002, 3.23294e+002,-1.07872e+003,-2.33936e+001
 5,  94,      -16.82,        5.00,   0,0, 41254811.700,112734.8117,   12.8, 1.21525e+003,-1.05225e+003, 8.80182e+002, 1.56718e+002, 5.80935e+002,-1.23681e+000, 4.72788e+002,-2.55726e+002, 3.71729e+002,-8.79091e+002,-2.03159e+003
 5,  95,      -16.68,        5.00,   0,0, 41254911.700,112734.9117,    6.6, 1.60882e+003,-1.91439e+003, 1.10932e+003, 1.58843e+002, 5.42664e+002,-3.55614e+002, 3.36378e+002,-2.30164e+002, 3.92875e+002,-7.95828e+002,-3.13715e+003
 5,  96,      -16.54,        5.00,   0,0, 41255011.700,112735.0117,    7.1, 1.23676e+003,-1.22895e+003, 9.32624e+002, 9.70284e+001, 4.82695e+002,-2.71575e+002, 3.53895e+002,-2.18652e+002, 3.48937e+002,-8.08900e+002,-2.43105e+003
 5,  97,      -16.40,        5.00,   0,0, 41255111.700,112735.1117,    2.9, 1.29247e+003,-8.67625e+002, 1.02784e+003, 9.75934e+001, 6.19294e+002,-2.24608e+002, 5.45504e+002,-2.40406e+002, 3.61980e+002,-8.20418e+002,-2.05546e+003
 5,  98,      -16.26,        5.00,   0,0, 41255211.700,112735.2117,    8.1, 1.02037e+003, 2.35169e+001, 1.01799e+003, 1.28993e+002, 7.81727e+002, 6.25005e+000, 6.98829e+002,-2.83496e+002, 7.02530e+002,-8.65535e+002,-9.90271e+002
 5,  99,      -16.12,        5.00,   0,0, 41255311.700,112735.3117,   15.6,-1.05596e+002, 1.65816e+003, 4.77789e+002,-1.89688e+001, 9.60615e+002, 1.99070e+002, 8.13592e+002,-4.60746e+002, 8.05241e+002,-1.04001e+003, 3.37508e+002
 5, 100,      -15.98,        5.00,   0,0, 41255411.700,112735.4117,    4.1,-7.25002e+002, 2.71905e+003, 8.33750e+001,-2.67508e+002, 8.69735e+002, 1.82497e+002, 9.76692e+002,-3.98519e+002, 8.22067e+002,-9.25047e+002, 1.31047e+003
 5, 101,      -15.84,        5.00,   0,0, 41255511.700,112735.5117,    4.4, 5.30319e+002, 8.94178e+002, 8.46726e+002,-1.88705e+002, 9.30872e+002, 2.67310e+001, 1.08666e+003,-3.29901e+002, 8.44852e+002,-8.07337e+002,-4.05034e+002
 5, 102,      -15.70,        5.00,   0,0, 41255611.700,112735.6117,    6.8, 1.64727e+003,-5.92116e+002, 1.20074e+003, 1.86163e+001, 9.57656e+002,-9.03580e+001, 1.07468e+003,-3.40421e+002, 8.72144e+002,-9.75606e+002,-1.97988e+003
 5, 103,      -15.56,        5.00,   0,0, 41255711.700,112735.7117,   10.7, 1.65762e+003,-1.08772e+003, 1.23024e+003, 6.55638e+001, 7.36733e+002,-8.95520e+001, 7.78105e+002,-1.66556e+002, 6.58091e+002,-9.35913e+002,-2.21418e+003
